,Name,CID,Melting Point
2886,LEAD CHLORIDE,[24459],501 °C
2887,AMMONIUM METAVANADATE,[516859],200 °C (with decomposition)
2888,FERRIC SULFATE,[24826],480 °C (decomp)
2889,SEC-BUTYLAMINE,[24874],-104 °C
2890,Pentaerythritol tetranitrate,[6518],140.5 °C
2891,TRIPROLIDINE,[5282443],59-61 °C
2892,Trimethoxy silane,[6327428],-115 °C
2893,TRICHLOROACETYL CHLORIDE,[6420],-31.8 °C
2894,"BENZENE, 1-CHLOROMETHYL-4-NITRO-",[7482],71 °C
2895,BORON TRIFLUORIDE DIMETHYL ETHERATE,[2724165],-14 °C
2896,CYANOGEN IODIDE,[10478],146.7 °C
2897,METHYL PHOSPHONIC DICHLORIDE,[12671],32 °C
2898,METHACRYLOYL CHLORIDE,[13528],-60 °C
2899,Triethoxysilane,[6327710],-170 °C
2900,PHENYLSILATRANE,[16416],207-208 °C
2901,ISOPHORONE DIISOCYANATE,[169132],Approximately -60 °C
2902,Sulfur trioxide,[24682],62.2 °C
2903,SULFUR TETRAFLUORIDE,[24555],-121.0 °C
2904,PLATINOUS CHLORIDE,[2770],581 °C decomposes
2905,Chromium (III) chloride,[6452300],1152 °C
2906,PLATINUM TETRACHLORIDE,[26031],327 °C (decomposes)
2907,XYLYLENE DICHLORIDE,[12171],34-37 °C
2908,SILANE,[23953],-185 °C
2909,Aroclor 1221,[16322],1 °C
2910,Aroclor 1248,[36400],340-375 °C
2911,DISODIUM ARSENATE HEPTAHYDRATE,[61460],57 °C when rapidly heated
2912,BENZAMIDE,[2331],130 °C
2913,"trans-1,2-Dichloroethylene",[638186],-49.8 °C
2914,THORIUM DIOXIDE,[14808],3390 °C
2915,C.I. SOLVENT ORANGE 7,[18386],166 °C
2916,C.I. ACID GREEN 3,"[20803, 20804, 73226, 53297430, 56840821]",255 °C (decomposes)
2917,SELENIUM DISULFIDE,[24087],<100 °C
2918,SODIUM CHLORIDE,[5234],800.7 °C
2919,"Radon, radioactive",[24857],-71 °C
2920,CARBACHOL CHLORIDE,[5831],"200-203 °C, some decomposition"
2921,PHENARSAZINE OXIDE,[6017],184-185 °C
2922,"PHENOL,3(1-METHYLETHYL)-,METHYLCARBAMATE",[6143],72 to 74 °C
2923,OROTIC ACID,[967],345-346 °C
2924,TABUN,[6500],-50 °C
2925,AMITON,[6542],"Crystals from isopropanol + ether; Mp: 98-99 °C /Amiton acid oxalate, (amiton hydrogen oxalate)/"
2926,BITHIONOL,[2406],188 °C
2927,BENZENEARSONIC ACID,[7365],158 °C (with decomp)
2928,SARIN,[7871],-57 °C
2929,BUTYL VINYL ETHER,[8108],-92 °C
2930,PICROTOXIN,"[31304, 518601, 5311359, 5458938, 6473767, 13104807, 24802493, 24867522, 57402144, 124080966, 131704481, 131846146, 138107235, 154731207]",203 °C
2931,METHOXYETHYLMERCURIC ACETATE,[16682936],40-42 °C
2932,ISOBENZAN,[9271],120-122 °C
2933,ETHYLENE FLUOROHYDRIN,[9737],-26.4 °C
2934,BISCHLOROMETHYL KETONE,[10793],45 °C
2935,ETHYLBIS(2-CHLOROETHYL)AMINE,[10848],-34 °C
2936,LEWISITE,[5372798],0.1 °C
2937,ETHYL THIOCYANATE,[10968],-85.5 °C
2938,TRIS(2-CHLOROETHYL)AMINE,[5561],-4 °C
2939,METHYL ISOTHIOCYANATE,[11167],36 °C
2940,TETRAETHYL TIN,[11704],-112 °C
2941,N-(2-METHYLPHENYL)THIOUREA,[2787703],162 °C
2942,Dimethyl Disulfide,[12232],-84.67 °C
2943,C.I. BASIC GREEN 1,[12449],"210 °C, decomposes."
2944,TRIPHENYLTIN CHLORIDE,[12540],103.5 °C
2945,CYANURIC FLUORIDE,[12664],-38 °C
2946,TRIAMIPHOS,[13943],167-169 °C
2947,TRIMETHYLTIN CHLORIDE,[14016],37.5 °C
2948,NITROCYCLOHEXANE,[14285],Freezing point: -34 °C
2949,"PYRIDINE, 4-NITRO-, 1-OXIDE",[14300],160.5 °C
2950,METOLCARB,[14322],76-77 °C
2951,ANTIMYCIN A,"[12550, 14957, 6420045, 16218979]",139-140 °C
2952,DIETHYLCARBAMAZINE CITRATE,[15432],141-143 °C
2953,VALINOMYCIN,"[5649, 441139, 3000706, 14147354, 16667711, 74083963, 122173113, 131668508]",190 °C
2954,PENTADECYLAMINE,[17386],37.3 °C
2955,CYANOPHOS,[17522],14-15 °C
2956,CHLOROPHACINONE,[19402],140 °C
2957,"PHENYLENE-1,4-DIISOTHIOCYANATE",[19958],132 °C
2958,PHOSACETIM,"[20056, 5359965, 9570168]",104-106 °C
2959,"ETHANOL,1,2-DICHLORO-, ACETATE",[24998],Freezing point: less than -32 °C
2960,TERBUFOS,[25670],-29 °C
2961,GALLIUM TRICHLORIDE,[26010],77.9 °C
2962,2-(Thiocyanomethylthio)benzothiazole,[30692],<-10 °C
2963,FENAMIPHOS,[31070],49 °C
2964,OXAMYL,"[31657, 5366286, 9595287]","100-102 °C, changes to a different crystalline form, mp 108-110 °C"
2965,PIRIMIPHOS-ETHYL,[31957],15-18 °C /technical grade/
2966,TRIAZOPHOS,[32184],5 °C
2967,BROMADIOLONE,[54680085],198.3-199.8 °C (approximately 100% purity)
2968,VX,[39793],Below -51 °C
2969,PYRIMINIL,[40813],223-225 °C (decomp)
2970,"3,5-DINITROTOLUENE",[12067],93 °C
2971,XYLIDINE,[56846457],-36 °C
2972,"PLUTONIUM, RADIOACTIVE",[23940],640 °C /Plutonium metal/
2973,"TRITIUM, RADIOACTIVE",[24824],-254.54 °C (20.62 K) at 162 mm Hg
2974,Cocaine,"[2826, 5760, 122142, 446220]",98 °C
2975,Phencyclidine,[6468],46.5 °C
2976,HEROIN,[5462328],173 °C
2977,CLOZAPINE,[135398737],183-184 °C
2978,PLATINUM,[23939],1768.4 °C
2979,OCTACHLORODIBENZO-P-DIOXIN,[18636],330-332 °C
2980,"1,5,9-CYCLODODECATRIENE","[12668, 638081, 5357179, 5364361, 6262774]",-17 °C
2981,LEVONORGESTREL,[13109],206 °C
2982,OLEYL ALCOHOL,[5284499],13-19 °C
2983,PHENYLPROPANOLAMINE,"[4786, 10297, 26934, 162265]",101-101.5 °C
2984,ISOOCTYL ALCOHOL,[15450],-106 °C
2985,"2,3,6-TRICHLOROBENZOIC ACID",[5759],124.5 °C
2986,"1,6-Hexanediol",[12374],41.5 °C
2987,"1,1,1-TRICHLORO-2,2,2-TRIFLUOROETHANE",[9635],14.37 °C
2988,4-Vinyltoluene,[12161],-37.8 °C
2989,BETA-METHYL STYRENE,"[12500, 252325]",-27.3 °C
2990,BIS(TRIBUTYLTIN) OXIDE,[16682746],45 °C
2991,ANTAZOLINE,[2200],120-122 °C
2992,CLEMASTINE FUMARATE,[5281069],177-178 °C
2993,TERFENADINE,[5405],146.5-148.5 °C
2994,OXAMNIQUINE,[4612],147-149 °C
2995,ACYCLOVIR,[135398513],256.5-257 °C
2996,GANCICLOVIR,[135398740],250 °C (decomposes)
2997,RIBAVIRIN,[37542],166-168 °C (aq ethanol); 174-176 °C (ethanol).
2998,VIDARABINE,"[191, 21704, 96368, 6420052]",257.0-257.5 °C (0.4 H2O)
2999,ZIDOVUDINE,[35370],106-112 °C
3000,ETOPOSIDE,"[3310, 36462, 439525, 5284558, 6419930, 6610299, 6708815, 11758093, 45356822, 50936917, 56841827, 59360017, 73707413, 134694737, 137704929]",236-251 °C
3001,LOMUSTINE,[3950],90 °C
3002,ACEBUTOLOL HYDROCHLORIDE,[441307],141-143 °C
3003,AMIODARONE HYDROCHLORIDE,[441325],156 °C
3004,ATENOLOL,[2249],146 - 148 °C
3005,Captopril,[44093],103-104 °C
3006,DILTIAZEM,[39186],212 °C (decomposes)
3007,ESMOLOL HYDROCHLORIDE,[104769],85-86 °C
3008,NADOLOL,[39147],124-136 °C
3009,TIMOLOL,[33624],71.5-72.5 °C
3010,Lovastatin,[53232],179 °C
3011,GUANABENZ ACETATE,"[5702062, 5702063, 6420047, 6852405]",227-229 °C (decomposition)
3012,GUANADREL SULFATE,[68552],213.5-215 °C
3013,MINOXIDIL,[4201],248 °C
3014,PINDOLOL,[4828],171-173 °C
3015,NOVANTRONE,"[4212, 51082]",203-5 °C
3016,LEUCOVORIN,"[135398559, 135402009, 135403648, 135484651]",245 °C (decomp)
3017,TENIPOSIDE,"[5396, 34698, 275784, 452548, 5284623, 6708778, 23724511, 54610154, 90659141, 122172961, 129009948, 134694361, 137701349]",242-246 °C
3018,PENTOSTATIN,"[4739, 40926, 439693, 472202, 22810415, 24838940, 71296121, 97041463, 134694916, 138107021]",220-225 °C
3019,DIDEOXYINOSINE,[135398739],160-163 °C
3020,ACEPHATE,[1982],82-89 °C /Technical grade 82-90% purity/
3021,ACETOCHLOR,[1988],10.6 °C
3022,ACIFLUORFEN-SODIUM,[44072],124-125 °C
3023,ALPHACYPERMETHRIN,"[49833, 93357, 3086172, 6455379, 12617365]",78-81 °C
3024,AZOCYCLOTIN,[91634],210 °C (decomposes)
3025,BIFENOX,[39230],85 °C
3026,Bifenthrin,"[54901, 5281872, 6442842, 10938769, 29934831, 71593923]",69 °C
3027,BLASTICIDIN-S,"[258, 16380, 170012, 439625, 21124837, 25078184]",235-236 °C (decomp.)
3028,Bromethalin,[44465],150-151 °C
3029,BROMOPHOS,[16422],53-54 °C
3030,BUTOCARBOXIM,"[36879, 5360962, 5368008]",37 °C ((E)- isomer); ((Z)- isomer is an oil at room temperature)
3031,CARBENDAZIM,[25429],Decomposes at 300 °C
3032,CARTAP HYDROCHLORIDE,"[27159, 30913]",179 °C to 181 °C (with decomposition)
3033,CLOPYRALID,[15553],151-152 °C
3034,2-(3-CHLOROPHENOXY)PROPIONIC ACID,[7542],113 °C
3035,CYFLUTHRIN,[104926],60 °C
3036,CYPERMETHRIN,[2912],70 °C
3037,CYROMAZINE,[47866],224.9 °C
3038,"4-(2,4-DICHLOROPHENOXY)BUTYRIC ACID",[1489],118-120 °C
3039,DELTAMETHRIN,"[2982, 40585, 47354, 443047, 6453235, 12874823, 13013602]",90 °C
3040,DICHLORFOP-METHYL,[39985],39-41 °C
3041,DIFENACOUM,[54676884],215-217 °C
3042,DIFLUBENZURON,[37123],228 °C
3043,DIMETHAZONE,[54778],25 °C
3044,DIMETHIPIN,[41385],167 to 169 °C
3045,DINITRAMINE,[34468],98.0-99.0 °C
3046,EDIFENPHOS,[28292],-25 °C
3047,ESFENVALERATE,[10342051],59-60.2 °C
3048,ETRIMFOS,[37995],-3.35 °C
3049,FENBUTATIN OXIDE,[16683004],138-139 °C
3050,FLUOXETINE HYDROCHLORIDE,[62857],158.4-158.9 °C
3051,Fenoxycarb,[51605],53-54 °C
3052,FENPROPATHRIN,[47326],45-50 °C
3053,FENURON,[7560],133-134 °C
3054,FLOCOUMAFEN,[54698175],MP: 181-191 °C /cis-isomer/; 163-166 °C /trans-isomer/
3055,FLUAZIFOP-BUTYL,[50897],13 °C
3056,FLURIDONE,[43079],154-155 °C
3057,Fluroxypyr,[50465],232 °C
3058,Flutolanil,[47898],108 °C
3059,FLUVALINATE,[50516],"-14.1 °C (99.5% purity, glass transition temperature)"
3060,FOMESAFEN,[51556],220 °C
3061,GLUFOSINATE-AMMONIUM,"[4794, 53597, 11564649, 19977704, 21954885, 122130249]",215 °C
3062,Hexazinone,[39965],117.2 °C
3063,Hexythiazox,"[177861, 4560140, 13218777, 45356890]",105.5 °C
3064,IMAZALIL,[37175],52.7 °C
3065,HYDRAMETHYLNON,[5281875],190 °C
3066,IMAZAPYR,[54738],171 °C
3067,IMAZAQUIN,[54739],219-222 °C (decomposition)
3068,IMAZETHAPYR,[54740],173 °C
3069,ISOXABEN,[73672],176-179 °C
3070,KADETHRIN,"[598715, 5374274, 12940701, 16722125, 71308226]",31 °C
3071,KASUGAMYCIN,"[65174, 265071, 133635930]",203 °C (dec)
3072,Mefluidide,[40896],183-185 °C
3073,Venlafaxine,[5656],Crystals from ethyl acetate; melting point 102-104 °C; specific optical rotation: +27.6 deg (c = 1.07 in 95% ethanol) /Venlafaxine (+)form/
3074,Metiram,[5284484],Decomposes at approximately 156 °C
3075,METOLACHLOR,[4169],-62.1 °C
3076,MYCLOBUTANIL,[6336],63 to 68 °C
3077,NAPROPAMIDE,[27189],75 °C
3078,OMETHOATE,[14210],Solidifies at -28 °C
3079,Pendimethalin,[38479],56-57 °C
3080,Scilliroside,"[62354, 441871]",169 °C
3081,SULPROFOS,[37125],-15 °C /technical grade/
3082,SODIUM TRICHLOROACETATE,[23681045],Decomposes at 165-200 °C
3083,TETRAMETHRIN,[83975],68-70 °C
3084,TOLYLFLUANID,[12898],93 °C
3085,Tralomethrin,"[48132, 9809914, 22883840]",138-148 °C
3086,TRIFORINE,[33565],155 °C (decomposes)
3087,VALIDAMYCIN A,[443629],130-135 °C (with decomp)
3088,VAMIDOTHION,[560193],43 °C
3089,Vinclozolin,[39676],108 °C
3090,"3,5-XYLYL METHYLCARBAMATE",[17563],99 °C
3091,Naltrexone,[5360515],169 °C
3092,Midazolam,[4192],158-160 °C
3093,"2,2-DICHLORO-1,1,1-TRIFLUOROETHANE",[9385],-107 °C
3094,"2-CHLORO-1,1,1,2-TETRAFLUOROETHANE",[17822],-199 °C
3095,PENTAFLUOROETHANE,[9633],-100.6 °C
3096,"1,1,1,2-TETRAFLUOROETHANE",[13129],-103.296 °C
3097,"1,1-DICHLORO-1-FLUOROETHANE",[15586],-103.5 °C
3098,"1,2-DICHLORO-1,1-DIFLUOROETHANE",[15442],-101.2 °C
3099,TRIAZOLAM,[5556],233-235 °C
3100,Sufentanil,[41693],96.6 °C
3101,NALMEFENE,[5284594],105-110 °C
3102,METHYL PHOSPHONIC ACID,[13818],108.5 °C
3103,SOMAN,[7305],-42 °C
3104,"2,3,4,5-TETRACHLOROPHENOL",[21013],116.5 °C
3105,"2,3,5,6-TETRACHLOROPHENOL",[13636],115 °C
3106,PERYLENE,[9142],273-274 °C
3107,"PALLADIUM, ELEMENTAL",[23938],1554.9 °C
3108,CHROMIC ACID,[24425],196 °C /Anhydrous chromic acid/
3109,NATURAL RUBBER,[6557],The generally accepted crystal melting temperature of natural rubber is 30 °C.
3110,"1,2-DIISOPROPYLBENZENE",[11345],-57 °C
3111,TETRAMETHYLTHIOUREA,[17725],78-9 °C
3112,TAMOXIFEN,[2733526],96-98 °C
3113,Succimer,[2724354],193 °C
3114,BROMOCHLORODIFLUOROMETHANE,[9625],-159.5 °C
3115,"1,2-DIBROMOTETRAFLUOROETHANE",[31301],-110.32 °C
3116,1-CHLORO-2-FLUOROETHANE,[12983],< -50 °C
3117,PERMETHRIN,[40326],<20 °C (OECD Method 102)
3118,CYHALOTHRIN,[5281873],Below 10 °C
3119,Mancozeb,"[3034368, 13307026]",172 °C (decomposes)
3120,FINASTERIDE,[57363],252-254 °C
3121,ASTEMIZOLE,[2247],172.9 °C
3122,"1,3-DIOXOLAN-2-ONE",[7303],36.4 °C
3123,N-Methyldiethanolamine,[7767],-21 °C
3124,Citronellol,[8842],<-20 °C
3125,PROPYLENE CARBONATE,[7924],-48.8 °C
3126,BENZOPHENONE,[3102],48.5 °C
3127,"2-HYDROXYMETHYL-2-NITRO-1,3-PROPANEDIOL",[31337],214 °C (pure)
3128,"SODIUM N,N-DIMETHYLDITHIOCARBAMATE",[560256],110 °C
3129,2-NAPHTHOL,[8663],121.6 °C
3130,HEXANOIC ACID,[8892],-3.4 °C
3131,DODECANOIC ACID,[3893],43.8 °C
3132,DIETHYLHYDROXYLAMINE,[19463],10 °C
3133,N-(3-CHLOROALLYL)HEXAMINIUM CHLORIDE,"[20011, 6433396, 6435993]",178-210 °C
3134,POLYETHYLENE GLYCOL NONYLPHENYL ETHER,[24773],42-43 °C
3135,TAXOL,"[4666, 36314, 441276, 5460441, 14060306, 24207713, 46782672, 73759704, 91885464, 133640187, 137705323, 138106885]",213-216 °C (decomposition)
3136,4-AMINOBENZOIC ACID,[978],188.5 °C
3137,MIFEPRISTONE,[55245],150 °C
3138,CYANAZINE,[30773],167.5-169 °C
3139,CLIOQUINOL,[2788],178-179 °C
3140,METRIBUZIN,[30479],126.2 °C
3141,NORFLURAZON,[33775],184 °C
3142,THIOBENCARB,[34192],3.3 °C
3143,Chlorsulfuron,[47491],176 °C
3144,FENOXAPROP-ETHYL,[47938],84-85 °C
3145,METSULFURON-METHYL,[52999],163 °C
3146,CHLORIMURON-ETHYL,[56160],181 °C
3147,MEFLOQUINE,"[4046, 40692, 456309, 3000506, 3000516, 12986439]",174-176 °C
3148,n-Hexadecane,[11006],18.18 °C
3149,IPRODIONE,[37517],approx 136 °C
3150,TRIADIMEFON,[39385],82.3 °C
3151,ORYZALIN,[29393],137-138 °C
3152,CETYLPYRIDINIUM BROMIDE,[8816],64.5 °C
3153,TEBUTHIURON,[5383],161.5-164 °C
3154,BUTACHLOR,[31677],<-5 °C
3155,"1,2,3,7,8,9-HEXACHLORODIBENZO-p-DIOXIN",[29575],243-244 °C
3156,"1,2-DICHLORO-1,1,2-TRIFLUOROETHANE",[9631],-78 °C
3157,"1-Chloro-1,1,2,2-tetrafluoroethane",[9632],-117 °C
3158,AZACITIDINE,[9444],228-230 °C (decomposes)
3159,CYCLOSPORIN A,"[2909, 5280754, 5284373, 5458585, 5497195, 16404350, 24883466, 49867938, 71306795, 71463825, 73896891, 123134263, 123134270, 129009974, 132274082, 138107778]",148-151 °C
3160,PREDNIMUSTINE,[34457],163-164 °C
3161,HYDROXYUREA,[3657],141 °C
3162,Dichloroacetic acid,[6597],12 °C
3163,CYMOXANIL,"[42614, 5361250, 5364079]",160-161 °C
3164,DIMETHOMORPH,"[86298, 5463781, 5889665]",127-148 °C
3165,PYRIMETHANIL,[91650],96.3 °C
3166,4-HYDROXYBUTANOIC ACID,[10413],48-50 °C
3167,DIMETHYL CARBONATE,[12021],0.5 °C
3168,INDIUM PHOSPHIDE,[31170],1070 °C
3169,OXADIAZON,[29732],90 °C
3170,THIOPHANATE METHYL,[3032791],172 °C (decomposes)
3171,THIOPHANATE ETHYL,[3032792],194 °C (decomposes)
3172,AMITRAZ,[36324],86 °C
3173,Thiodicarb,"[62155, 6165177, 6386307, 9601227]",172.6 °C
3174,"1-METHYL-4-PHENYL-1,2,3,6-TETRAHYDROPYRIDINE",[1388],40-42 °C
3175,"1,1,1-TRIFLUORO-2-CHLOROETHANE",[6408],-105.3 °C
3176,PYROMELLITIC DIANHYDRIDE,[6966],286 °C
3177,ENROFLOXACIN,[71188],219-221 °C
3178,GALLIUM,[5360835],29.78 °C
3179,FLUNITRAZEPAM,[3380],166-167 °C
3180,VINDESINE,[40839],230-232 °C
3181,FLUDARABINE,[657237],260 °C
3182,DOCETAXEL,[148124],232 °C
3183,"Indium, Elemental",[5359967],156.6 °C
3184,INDIUM TRICHLORIDE,[24812],583 °C
3185,"1,1,2,2-TETRACHLORO-1-FLUOROETHANE",[61105],-82.6 °C
3186,"3,3-DICHLORO-1,1,2,2-PENTAFLUOROPROPANE",[61112],-94 °C
3187,"1,3-DICHLORO-1,1,2,2,3-PENTAFLUOROPROPANE",[62353],-97 °C
3188,5-Methylchrysene,[19427],117.5 °C
3189,1-NITROPYRENE,[21694],155 °C
3190,CHLORPYRIFOS-METHYL,[21803],45.5-46.5 °C
3191,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE",[25059],123 to 126 °C
3192,ISOFENPHOS,[32872],Less than -12 °C
3193,PIRIMIPHOS-METHYL,[34526],MP: 15-18 °C /Technical/
3194,CIPROFLOXACIN,[2764],"225-257 °C, decomposes"
3195,"Dibenzo(a,e)fluoranthene",[21480],232 °C
3196,QUIZALOFOP-ETHYL,[53518],91.7-92.1 °C
3197,LACTOFEN,[62276],44-46 °C
3198,Bifenazate,[176879],123-125 °C
3199,NOVALURON,[93541],176-179 °C
3200,PIRIMICARB,[31645],90.5 °C
3201,SPINOSYN-A,"[115003, 443059, 4487554, 24721309, 134692724, 138981341]",84 C to 99.5 C
3202,CLODINAFOP-PROPARGYL,[92431],59.5 °C
3203,CLOFENCET,[123627],Melts/decomposes @ 269 °C
3204,CLORANSULAM-METHYL,[86453],216-218 °C
3205,DIFLUFENZOPYR,"[123626, 5486793, 6125184]",135.5 °C; decomp at 155 °C
3206,FLUFENACET,[86429],76-79 °C
3207,FLUMIOXAZIN,[92425],201-204 °C
3208,Imazamox,[86137],166.0 to 166.7 °C
3209,SULFENTRAZONE,[86369],121-123 °C
3210,THIAZOPYR,[91776],77.3-79.1 °C
3211,TRALKOXYDIM,"[135474890, 135492483, 135741327]",106 °C
3212,AZOXYSTROBIN,[3034285],116 °C
3213,CYCLANILIDE,[11097730],195.5 °C
3214,CYPRODINIL,[86367],75.9 °C
3215,KRESOXIM-METHYL,[6112114],97.2-101.7 °C
3216,ACIBENZOLAR-S-METHYL,[86412],132.9 °C
3217,TYLOSIN,"[439504, 5062352, 5280440, 6260974, 6474983, 12873460, 23277825, 45357419, 73440817, 101000161, 126843096, 129606990, 133109136, 134693945, 137698429, 137704920, 154825567]",128-132 °C
3218,IFOSFAMIDE,[3690],39-41 °C
3219,OLAQUINDOX,[71905],209 °C (decomposes)
3220,TIAMULIN,"[65343, 443604, 656958, 4517617, 16212198, 21724551, 53384905, 71306799, 86280313, 145706019]",Crystals from acetone. MP: 147-148 °C (after stirring in ethyl acetate and drying at 60 °C and 80 °C overnight) /Tiamulin fumarate/
3221,CARBADOX,[135511839],239.5-240 °C
3222,AVILAMYCIN,"[71674, 21872770]",188-189.5 °C
3223,AVOPARCIN,[16132294],No definitive melting point
3224,MONENSIN,"[4243, 441145, 451741, 12912911, 12912923, 46783804, 133562734, 134731607, 146157573]",MP: 103-105 °C /Monensin monohydrate/
3225,SALINOMYCIN,"[5151, 3085092, 6473797, 16057833, 133126597, 137706528, 138106903]",112.5-113.5 °C
3226,VIRGINIAMYCIN,"[11979535, 73160420, 127053480, 131668621, 131954782, 132285148]",115-120 °C
3227,FLUMEQUINE,[3374],253-255 °C
3228,FURAZOLIDONE,"[3435, 5323714, 5353636]",255 °C
3229,Celecoxib,[2662],157-159 °C
3230,"CESIUM, ELEMENTAL",[5354618],29 °C
3231,Citalopram,[2771],"Crystals from isopropanol. MP: 182-183. Freely soluble in water, ethanol, chloroform /Citolapram hydrobromide/"
3232,Losartan,[3961],183.5-184.5 °C
3233,CARVEDILOL,[2585],114-115 °C
3234,ZOLPIDEM TARTRATE,"[57487, 18004026, 24720996]",196 °C /Zolpidem/
3235,QUINAPRIL HYDROCHLORIDE,[54891],120-130 °C (crystals from ethyl acetatetoluene) and 119-121.5 °C (crystals from acetonitrile)
3236,TRAZODONE,[5533],"86-87 °C, also reported as mp 96 °C"
3237,HEXAFLUMURON,[91741],202-205 °C
3238,TEBUFENOZIDE,[91773],191 °C
3239,Fipronil,[3352],200-201 °C
3240,PYRIDABEN,[91754],111-112 °C
3241,PYRIPROXYFEN,[91753],47 °C
3242,PYMETROZINE,[9576037],217 °C
3243,ALOSETRON HYDROCHLORIDE,[60758],288-291 °C
3244,PIPERALIN,[18996],Decomposes at 208 °C
3245,MEPIQUAT CHLORIDE,[62781],">300 °C, with discoloration at about 296 °C"
3246,Triclopyr,[41428],150.5 °C
3247,METALAXYL,[42586],71-72 °C
3248,PRIMISULFURON-METHYL,[101525],194.8-197.4 °C (decomposition)
3249,"IRIDIUM, ELEMENTAL",[23924],"2,446 °C"
3250,GOITRIN,"[3034683, 7568320]",50 °C
3251,PROFLAVINE,[7099],284-286 °C
3252,IMPROSULFAN HYDROCHLORIDE,[5284401],94-95 °C
3253,ACRONYCINE,[345512],175-176 °C
3254,ESTRADIOL MUSTARD,[31586],40-65 °C (freeze dried)
3255,PHENESTRIN,[266461],90-90.5 °C
3256,Benazepril,[5362124],148-149 °C
3257,ATOVAQUONE,[74989],216-219 °C
3258,AZATHIOPRINE,[2265],dec 243-244 °C
3259,"2-AMINO-3-METHYLIMIDAZO(4,5-f)QUINOLINE",[53462],>300 °C
3260,"2-AMINO-9H-PYRIDO(2,3-b)INDOLE (A-alpha-C)",[62805],202 °C
3261,AMSACRINE,[2179],230-240 °C
3262,CAFFEIC ACID,[689043],Decomposes at 223-225 °C (Softens at 194 °C).
3263,"3,7-DINITROFLUORANTHENE",[60018],203-204 °C
3264,"3,9-DINITROFLUORANTHENE",[31186],222-224 °C
3265,EMODIN,[3220],256-257 °C
3266,HYCANTHONE MESYLATE,"[31764, 285666]",approx 143 °C
3267,LUCANTHONE HYDROCHLORIDE,[11054],195-196 °C
3268,m-CRESIDINE,[7610],29.5 °C
3269,NITHIAZIDE,[8776],Decomposes @ 228 °C
3270,SULFLURAMID,[77797],96 °C
3271,PERFLUOROTRIBUTYLAMINE,[9397],-50 °C
3272,CHOLESTEROL,[5997],148.5 °C
3273,3-METHYL-6-CHLOROPHENOL,[12008],45.5 °C
3274,Digoxigenin,[15478],222 °C
3275,Pentabromodiphenyl ethers,[36159],-5 °C
3276,Octabromodiphenyl ethers,[6537506],"200 °C (range, 167-257 °C)"
3277,HEPTABROMODIPHENYL ETHERS,[3034400],70-150 °C (decomposition)
3278,CIDOFOVIR,[60613],260 °C (dec)
3279,COUMACHLOR,[54682651],169-171 °C
3280,COUMAFURYL,[54689800],124 °C
3281,VALONE,[6733],68-69 °C
3282,DIFETHIALONE,[91771],233-236 °C
3283,PROPOFOL,[4943],18 °C
3284,Bis(TRICHLOROMETHYL) SULFONE,[62478],36 to 38 °C
3285,Tefluthrin,"[54382, 5281874, 11350631, 11534837, 16722118, 54544033]",44.6 °C
3286,Perfluorooctanoic acid,[9554],54.3 °C
3287,BUTOXYCARBOXIM,"[61938, 5362527, 9571009]",85-89 °C /Technical/
3288,ETHIOFENCARB,[34766],33.4 °C
3289,IMATINIB MESYLATE,[123596],MP: 226 °C (alpha form); 217 °C (beta form)
3290,1-HYDROXYANTHRAQUINONE,[8512],193.8 °C
3291,LUCIDIN,[10163],330 °C
3292,RIDDELLIINE,[5281744],197-198 (decomposes)
3293,CESIUM CHLORIDE,[24293],646 °C
3294,VINCAMINE,[15376],232-233 °C
3295,5-AMINO-O-CRESOL,[17818],161 °C
3296,4-METHYLQUINOLINE,[10285],9.5 °C
3297,LAMIVUDINE,[60825],160-162 °C
3298,ZALCITABINE,[24066],215-217 °C; also reported as 209-210 °C
3299,INDINAVIR SULFATE,[5462355],150-153 °C (decomposes)
3300,DELAVIRDINE MESYLATE,[441386],MP: 226-228 °C /Delavirdine/
3301,EFAVIRENZ,[64139],139-141 °C
3302,NEVIRAPINE,[4463],247-249 °C
3303,CRYSTALLINE SILICA,[24261],1710 °C
3304,USNIC ACID,[5646],204 °C
3305,STODDARD SOLVENT,[53445481],Freezing point: -70 °C
3306,AURANOFIN,"[6333901, 6918453, 16667669, 24199313, 57417071, 70788951, 124081048, 138402869]",112-115 °C
3307,PAROXETINE,[43815],Odorless off-white powder; molecular weight: 374.84; melting point: 120-138 °C /Hydrochloride hemihydrate/
3308,MECHLORETHAMINE HYDROCHLORIDE,[5935],109-111 °C
3309,"2,3,4,7,8-PENTACHLORODIBENZOFURAN",[42128],196-196.5 °C
3310,ARISTOLOCHIC ACIDS,[56841539],Crystalline solid; MP: 281-286 °C /Aristolochic Acid I/
3311,MOCLOBEMIDE,[4235],137 °C
3312,DOTHIEPIN,"[3155, 5282426, 5284550]",55-57 °C
3313,SELEGILINE HYDROCHLORIDE,[26758],141-142 °C
3314,LOFEPRAMINE,[3947],104-406 °C
3315,ETRETINATE,[5282375],104-105 °C
3316,Alitretinoin,[449171],190-191 °C
3317,Acitretin,[5284513],228-230 °C
3318,Triglycidyl isocyanurate,[17142],95 °C
3319,SUCCINONITRILE,[8062],54.5 °C
3320,"3,5-DINITRO-O-TOLUAMIDE",[3092],181 °C
